ID,BOOKS,DOLLARS,DATE
14859,1,12.97,3/13/2017
14859,2,11.58,4/12/2017
14859,1,13.97,5/17/2017
14859,1,13.97,6/11/2017
14860,1,14.37,2/22/2017
14860,4,53.87,7/27/2017
14860,2,22.98,10/14/2017
14860,2,29.98,5/23/2018
14861,1,39.99,2/22/2017
14862,3,42.9,2/22/2017
14863,6,89.76,2/23/2017
14863,5,55.45,12/2/2017
14864,3,37.51,2/22/2017
14864,2,23.36,4/10/2017
14865,1,12.49,2/23/2017
14866,5,69.67,2/23/2017
14867,1,11.77,2/23/2017
14867,1,27.37,3/12/2017
14867,1,23.97,5/16/2017
14867,2,29.98,11/30/2017
14868,4,54.47,2/23/2017
14869,1,12.49,2/23/2017
14870,1,16.7,2/23/2017
14871,1,13.97,2/23/2017
14871,2,26.56,8/29/2017
14871,1,11.49,10/22/2017
14872,1,14.37,2/23/2017
14873,4,73.46,2/23/2017
14874,3,36.91,2/23/2017
14874,2,24.14,6/25/2017
14875,4,49.88,2/23/2017
14875,2,25.76,4/24/2017
14875,1,13.97,5/2/2017
14875,1,19.99,5/8/2017
14875,3,49.56,2/14/2018
14875,3,41.47,3/7/2018
14875,1,12.49,3/7/2018
14875,3,50.97,6/15/2018
14875,2,24.48,6/16/2018
14876,1,11.77,2/23/2017
14877,2,42.13,2/23/2017
14878,2,26.14,2/23/2017
14878,1,14.99,12/3/2017
14878,1,14.99,1/28/2018
14879,1,14.37,2/23/2017
14880,2,25.34,2/23/2017
14880,2,26.54,5/3/2017
14880,2,27.94,7/20/2017
14881,4,77.73,2/23/2017
14882,4,63.09,2/23/2017
14883,1,23.77,3/10/2017
14884,1,19.99,2/23/2017
14885,2,29.33,2/23/2017
14886,1,11.77,3/1/2017
14887,4,57.08,2/23/2017
14887,2,19.98,10/25/2017
14888,1,14.96,2/23/2017
14888,3,41.47,9/18/2017
14888,2,28.98,6/17/2018
14889,2,48.76,2/23/2017
14890,5,72.41,2/24/2017
14891,2,21.54,2/23/2017
14892,1,9.98,2/23/2017
14893,1,13.97,2/23/2017
14894,42,1028.51,2/25/2017
14894,4,146.48,2/26/2017
14894,20,444.19,2/28/2017
14894,15,799.95,3/3/2017
14894,22,339.34,3/6/2017
14894,27,558.18,3/10/2017
14894,3,47.28,3/21/2017
14895,2,28.93,2/23/2017
14896,1,8.79,2/23/2017
14896,1,14.96,8/20/2017
14897,2,34.98,2/23/2017
14897,1,14.99,2/24/2017
14898,1,39.97,2/23/2017
14898,5,85.16,3/2/2017
14898,2,23.95,3/13/2017
14898,2,23.58,5/4/2017
14898,3,42.09,8/22/2017
14898,5,65.23,8/29/2017
14898,3,38.97,10/25/2017
14898,3,43.97,12/24/2017
14898,2,27.98,12/29/2017
14898,1,7.49,5/18/2018
14899,1,14.37,2/23/2017
14899,4,61.84,3/3/2017
14899,5,72.84,3/22/2017
14899,4,54.88,5/18/2017
14900,3,39.5,2/23/2017
14901,3,41.7,2/24/2017
14901,3,41.7,6/24/2017
14901,1,27.99,10/2/2017
14901,6,30.94,2/13/2018
14902,2,24.98,2/23/2017
14903,2,31.92,2/23/2017
14904,3,52.74,2/23/2017
14904,1,19.99,3/23/2017
14905,3,56.91,2/23/2017
14906,2,30.6,2/23/2017
14907,1,16.36,2/23/2017
14908,1,10.77,2/23/2017
14909,3,44.89,2/23/2017
14910,5,79.95,2/27/2017
14910,4,59.96,3/1/2017
14910,5,64.95,4/20/2017
14910,2,39.98,5/3/2017
14910,6,104.94,5/14/2017
14910,5,99.95,6/1/2017
14910,2,24.98,8/24/2017
14910,2,33.98,9/14/2017
14910,2,41.98,9/18/2017
14911,1,22.97,2/23/2017
14912,4,54.49,2/23/2017
14912,4,62.25,3/15/2017
14913,3,42.24,2/23/2017
14914,9,128.49,2/25/2017
14915,3,36.73,2/23/2017
14915,2,26.96,3/7/2017
14915,4,63.46,12/17/2017
14915,5,95.95,12/31/2017
14915,2,92.48,6/5/2018
14916,2,28.74,2/23/2017
14917,2,30.72,3/9/2017
14918,2,21.54,2/23/2017
14918,2,24.74,4/17/2017
14918,2,33.96,4/30/2017
14918,2,28.13,6/25/2017
14918,1,9.49,11/27/2017
14919,4,56.3,2/23/2017
14919,3,52.29,3/8/2017
14919,1,22.77,3/9/2017
14920,3,37.11,2/23/2017
14921,1,13.9,2/23/2017
14921,3,17.47,11/13/2017
14922,7,112.8,2/23/2017
14922,1,24.97,3/12/2017
14922,3,41.43,6/27/2018
14923,1,14.37,2/23/2017
14923,2,30.72,3/18/2017
14923,2,25.74,7/16/2017
14923,2,28.48,9/20/2017
14923,1,15.49,11/15/2017
14923,1,10.49,12/20/2017
14923,1,14.99,12/26/2017
14923,1,11.49,12/27/2017
14924,1,13.97,2/23/2017
14924,3,29.72,6/25/2017
14925,1,11.77,2/23/2017
14925,1,12.25,5/29/2017
14926,2,40.27,2/23/2017
14927,2,40.98,2/23/2017
14927,1,29.6,6/27/2017
14928,1,14.37,2/23/2017
14928,1,15.76,2/23/2017
14928,3,75.97,10/18/2017
14928,6,145.44,11/9/2017
14928,3,46.97,11/10/2017
14929,2,39.93,2/23/2017
14929,2,20.98,4/9/2018
14930,2,23.54,2/23/2017
14930,1,11.77,2/26/2017
14930,1,14.79,3/17/2017
14930,5,67.64,4/25/2017
14930,3,42.9,5/25/2017
14930,3,48.53,6/14/2017
14930,3,39.35,7/19/2017
14930,3,44.37,8/16/2017
14930,3,35.31,9/5/2017
14930,3,44.97,9/20/2017
14930,4,43.46,11/22/2017
14930,2,68.98,1/17/2018
14930,4,48.46,2/20/2018
14931,2,23.54,2/23/2017
14931,1,15.36,5/27/2017
14931,1,39.49,3/10/2018
14932,1,31.97,2/23/2017
14932,1,14.96,7/26/2017
14933,1,11.77,2/23/2017
14933,4,50.28,7/16/2017
14934,3,44.69,2/23/2017
14934,3,33.95,4/17/2018
14935,1,9.77,2/23/2017
14936,1,14.37,2/23/2017
14937,1,19.97,2/23/2017
14938,1,11.77,2/23/2017
14939,4,104.49,2/23/2017
14940,5,157.57,2/28/2017
14940,8,176.44,4/9/2017
14940,5,61.95,9/13/2017
14940,2,43.98,10/4/2017
14940,3,59.47,12/11/2017
14941,3,35.51,2/23/2017
14942,1,14.96,2/23/2017
14943,4,67.7,2/23/2017
14944,2,23.54,2/23/2017
14944,2,19.05,6/22/2017
14945,5,68.82,2/23/2017
14945,22,268.32,5/7/2017
14945,9,127.52,7/11/2017
14945,8,107.77,8/10/2017
14945,8,106.34,8/10/2017
14945,4,58.96,9/25/2017
14945,8,108.42,11/11/2017
14945,1,23.99,11/19/2017
14945,5,65.45,1/4/2018
14945,10,85.29,1/17/2018
14945,1,5.99,1/21/2018
14945,9,89.18,3/16/2018
14945,10,69.9,3/28/2018
14945,2,51.98,3/31/2018
14945,6,79.94,4/29/2018
14945,4,58.74,4/29/2018
14945,2,50.98,4/29/2018
14945,3,16.97,4/30/2018
14945,2,35.98,4/30/2018
14945,8,63.42,5/24/2018
14945,1,5.49,5/29/2018
14946,2,25.34,2/23/2017
14947,2,23.94,2/23/2017
14947,4,66.46,11/9/2017
14947,3,41.97,1/10/2018
14948,1,11.77,2/23/2017
14948,1,18.76,3/25/2017
14948,2,57.54,5/3/2017
14949,2,29.73,2/23/2017
14950,1,14.99,2/23/2017
14951,2,53.95,2/23/2017
14952,1,15.96,2/23/2017
14953,3,49.97,2/23/2017
14954,2,23.74,2/23/2017
14954,1,27.77,3/26/2017
14954,3,45.51,7/28/2017
14954,2,30.98,1/9/2018
14954,1,11.87,3/2/2018
14954,1,11.18,3/18/2018
14954,1,11.88,5/1/2018
14954,1,11.88,5/6/2018
14954,2,27.37,5/15/2018
14955,3,42.93,3/9/2017
14956,1,14.37,2/23/2017
14957,3,41.9,3/23/2017
14958,2,24.09,2/23/2017
14958,1,14.99,3/3/2017
14958,1,7.45,6/24/2017
14958,1,5.49,10/25/2017
14959,1,29.77,2/23/2017
14959,4,68.08,3/2/2017
14959,2,28.34,3/6/2017
14959,3,53.91,3/9/2017
14959,4,52.27,3/27/2017
14959,3,36.31,5/4/2017
14959,1,23.3,8/31/2017
14959,2,20.98,10/10/2017
14959,1,11.49,11/1/2017
14960,1,4.79,2/23/2017
14960,3,35.64,2/26/2018
14960,1,11.49,3/10/2018
14960,4,47.52,6/4/2018
14961,2,22.13,2/23/2017
14961,1,13.97,8/8/2017
14961,1,14.37,9/7/2017
14961,1,7.49,9/10/2017
14961,1,5.99,3/24/2018
14962,3,25.54,2/23/2017
14963,1,11.77,2/23/2017
14964,5,75.84,2/23/2017
14964,2,14.98,5/13/2018
14965,4,47.28,2/23/2017
14966,1,12.49,2/23/2017
14967,1,13.97,3/24/2017
14967,1,77.7,8/2/2017
14967,2,34.98,1/27/2018
14967,1,18.99,4/2/2018
14968,1,19.97,2/23/2017
14968,2,14.98,4/3/2018
14969,1,19.99,2/23/2017
14969,3,45.47,11/7/2017
14970,2,27.85,2/23/2017
14971,1,14.79,2/23/2017
14971,1,15.76,3/29/2017
14971,2,27.94,5/13/2017
14971,1,14.96,5/28/2017
14971,2,30.48,2/10/2018
14972,1,11.77,2/23/2017
14973,2,32.72,2/24/2017
14974,1,14.79,2/23/2017
14974,1,14.79,3/14/2017
14974,1,14.96,6/4/2017
14975,2,33.36,2/23/2017
14976,1,17.76,2/23/2017
14977,4,50.28,2/23/2017
14978,1,14.37,2/23/2017
14979,1,38.77,2/23/2017
14980,2,19.54,2/26/2017
14981,5,60.44,2/23/2017
14981,4,48.8,7/14/2017
14981,3,48.97,10/18/2017
14982,1,15.96,2/23/2017
14983,1,49.97,2/23/2017
14983,1,15.99,2/21/2018
14984,1,16.7,2/25/2017
14985,3,54.47,2/23/2017
14986,1,14.79,2/23/2017
14987,1,6.79,2/23/2017
14988,1,11.77,2/23/2017
14989,4,49.96,2/23/2017
14990,3,26.64,2/23/2017
14991,1,15.76,2/23/2017
14992,3,38.91,2/23/2017
14992,2,25.54,4/3/2017
14992,2,28.93,8/11/2017
14993,1,11.97,2/23/2017
14993,1,10.77,3/1/2017
14994,2,34.76,2/23/2017
14995,2,42.73,2/23/2017
14996,5,79.4,3/1/2017
14996,5,55.27,5/6/2017
14996,5,72.23,7/16/2017
14996,5,71.45,11/8/2017
14996,4,41.99,3/17/2018
14996,3,34.06,5/23/2018
14996,4,49.96,6/14/2018
14997,1,19.77,2/23/2017
14998,2,30.92,2/23/2017
14998,1,14.96,4/4/2017
14998,1,14.79,4/17/2017
14998,1,15.49,10/26/2017
14998,6,78.44,12/7/2017
14998,2,26.48,1/12/2018
14998,5,61.92,4/26/2018
14998,3,42.47,5/6/2018
14998,3,37.47,5/31/2018
14998,2,28.07,6/5/2018
14998,2,30.48,6/14/2018
14999,1,13.77,2/23/2017
14999,1,20.37,5/15/2018
14999,1,21.22,6/21/2018
15000,1,11.77,2/23/2017
15001,2,28.93,2/23/2017
15002,1,12.99,3/18/2017
15002,2,25.76,5/5/2017
15003,40,506.97,2/23/2017
15004,1,15.36,2/23/2017
15004,1,14.79,4/7/2017
15004,2,28.41,2/16/2018
15005,2,29.16,2/26/2017
15006,1,9.98,3/8/2017
15006,1,13.97,4/20/2017
15006,1,14.96,5/13/2017
15006,1,29.37,7/27/2017
15006,1,7.49,10/26/2017
15007,2,27.53,2/23/2017
15007,1,13.99,3/6/2018
15007,2,19.98,5/25/2018
15008,1,10.77,2/23/2017
15009,1,9.77,2/23/2017
15009,2,26.48,2/14/2018
15010,2,28.74,2/23/2017
15010,2,38.54,3/8/2017
15010,4,50.87,8/23/2017
15010,3,39.4,3/8/2018
15010,2,24.46,3/15/2018
15010,1,14.99,3/22/2018
15010,3,36.75,4/9/2018
15010,8,100.77,5/1/2018
15010,6,89.94,6/21/2018
15010,5,70.45,6/23/2018
15010,2,29.98,6/26/2018
15011,2,31.52,2/23/2017
15011,2,28.13,4/19/2017
15011,2,24.74,7/20/2017
15011,1,11.77,8/14/2017
15011,1,16.36,8/16/2017
15011,1,11.49,2/25/2018
15011,2,27.48,5/9/2018
15012,1,13.97,2/23/2017
15012,2,28.74,8/31/2017
15012,1,11.49,12/12/2017
15013,3,30.14,2/23/2017
15013,2,31.32,3/13/2017
15013,3,45.29,4/20/2017
15013,3,39.98,7/1/2017
15013,3,43.64,8/15/2017
15013,3,43.47,11/8/2017
15013,4,63.96,11/9/2017
15014,4,78.49,2/23/2017
15014,1,15.49,9/21/2017
15015,1,12.49,2/23/2017
15016,5,65.06,2/23/2017
15016,2,29.73,3/26/2017
15016,5,65.67,5/13/2017
15016,6,79.44,12/16/2017
15017,3,34.97,2/23/2017
15017,1,14.99,3/19/2017
15017,2,26.98,3/10/2018
15018,2,31.35,2/23/2017
15019,3,51.28,3/8/2017
15020,1,12.49,2/23/2017
15021,1,11.77,2/23/2017
15022,3,42.31,3/1/2017
15023,1,16.36,2/24/2017
15024,1,15.76,2/23/2017
15025,1,4.79,2/23/2017
15025,1,12.58,3/6/2018
15025,1,7.69,4/12/2018
15026,6,90.36,2/23/2017
15026,1,14.96,4/27/2017
15026,1,12.97,5/4/2017
15026,1,14.37,5/11/2017
15026,4,46.7,5/16/2017
15026,3,42.51,5/23/2017
15026,1,12.97,5/30/2017
15026,1,14.37,6/6/2017
15026,2,16.56,6/12/2017
15026,1,9.77,6/19/2017
15026,1,11.77,6/26/2017
15026,1,6.79,7/3/2017
15026,1,14.37,7/10/2017
15026,1,12.77,7/18/2017
15026,1,12.77,7/24/2017
15026,1,14.79,8/7/2017
15026,1,8.77,8/14/2017
15026,1,12.97,8/21/2017
15026,1,12.25,9/3/2017
15026,1,14.96,9/8/2017
15026,2,23.98,9/11/2017
15026,1,12.99,9/24/2017
15026,1,9.99,10/25/2017
15026,1,15.49,11/21/2017
15026,1,15.49,11/24/2017
15026,1,2.99,11/30/2017
15026,1,5.99,1/14/2018
15026,2,18.48,2/8/2018
15026,1,7.49,2/24/2018
15026,1,12.99,3/5/2018
15026,1,14.99,3/11/2018
15026,1,12.99,3/23/2018
15026,1,14.99,3/27/2018
15026,2,29.98,4/2/2018
15026,2,29.98,4/23/2018
15026,1,6.49,5/15/2018
15026,1,12.99,6/15/2018
15026,1,3.49,6/15/2018
15026,2,24.37,6/18/2018
15027,1,12.77,2/23/2017
15028,1,11.97,2/23/2017
15028,3,40.52,3/28/2017
15029,2,24.98,2/23/2017
15029,1,33.99,3/17/2017
15029,2,27.94,4/10/2017
15029,1,9.49,11/18/2017
15029,2,24.98,12/15/2017
15029,2,35.98,1/26/2018
15029,2,22.98,4/8/2018
15029,2,29.98,6/22/2018
15030,1,15.36,2/23/2017
15031,1,14.79,2/23/2017
15032,2,29.96,2/25/2017
15032,3,42.69,3/6/2017
15033,13,211.33,3/2/2017
15033,13,211.33,3/26/2017
15034,4,65.26,2/23/2017
15034,2,30.48,10/22/2017
15034,2,26.17,2/18/2018
15035,1,14.96,2/25/2017
15035,3,42.31,3/28/2017
15035,3,41.1,3/29/2017
15035,2,19.54,5/29/2017
15035,1,11.77,7/6/2017
15035,1,14.79,7/9/2017
15035,3,37.11,8/1/2017
15035,4,41.49,8/30/2017
15035,4,28.96,10/3/2017
15035,2,26.48,10/8/2017
15035,1,11.49,11/25/2017
15035,3,39.47,11/29/2017
15035,1,11.49,2/19/2018
15035,1,11.49,3/4/2018
15035,3,32.47,5/1/2018
15036,2,43.6,2/23/2017
15036,1,67.3,4/22/2017
15037,3,45.09,2/23/2017
15038,1,15.36,2/23/2017
15039,1,17.3,2/23/2017
15040,1,19.97,2/23/2017
15041,1,15.99,2/23/2017
15042,2,22.75,2/23/2017
15042,1,15.36,3/3/2017
15042,4,58.07,4/8/2017
15042,2,17.76,4/8/2017
15042,1,14.37,4/8/2017
15042,4,58.07,4/18/2017
15042,1,12.25,5/26/2017
15042,1,15.49,12/9/2017
15043,1,15.96,2/23/2017
15043,1,12.25,6/24/2017
15043,1,12.99,12/1/2017
15043,1,12.99,1/23/2018
15043,2,29.48,3/18/2018
15044,3,36.51,2/23/2017
15044,4,48.28,6/18/2017
15044,1,11.77,6/22/2017
15044,2,27.48,12/15/2017
15045,2,24.73,3/8/2017
15045,1,11.88,2/20/2018
15046,1,19.99,2/23/2017
15047,1,14.96,2/23/2017
15048,3,49.71,2/23/2017
15048,2,31.52,5/28/2017
15049,1,13.97,2/23/2017
15050,1,11.77,2/23/2017
15051,3,31.77,2/23/2017
15051,2,24.98,4/30/2018
15052,2,30.72,2/23/2017
15053,4,67.46,2/23/2017
15054,1,11.77,2/23/2017
15055,1,13.97,2/23/2017
15055,1,13.97,6/20/2017
15055,1,15.36,7/27/2017
15056,2,24.98,2/23/2017
15057,1,49.97,2/23/2017
15057,1,36.97,3/3/2017
15057,3,39.95,4/23/2017
15057,3,29.32,7/11/2017
15057,2,23.54,7/14/2017
15057,1,11.88,3/11/2018
15058,3,40.11,2/23/2017
15058,1,12.99,11/30/2017
15059,1,6.79,2/23/2017
15059,4,72.65,3/16/2017
15059,8,128.7,7/23/2017
15059,1,12.99,10/3/2017
15060,1,6.79,2/23/2017
15061,1,11.77,2/23/2017
15061,2,28.74,4/6/2017
15061,1,14.49,2/12/2018
15061,5,49.45,3/29/2018
15062,3,50.73,2/23/2017
15062,1,11.77,2/26/2017
15063,2,19.28,2/23/2017
15063,2,16.48,4/12/2017
15063,2,24.49,5/17/2017
15063,1,17.49,9/14/2017
15064,1,21.3,2/23/2017
15065,3,44.92,2/23/2017
15066,1,14.79,2/23/2017
15066,2,30.98,9/24/2017
15067,1,11.77,2/23/2017
15068,2,19.28,2/23/2017
15068,1,20.97,3/4/2017
15068,1,10.99,3/16/2017
15068,1,19.99,3/27/2017
15069,1,14.37,2/23/2017
15070,1,11.77,2/23/2017
15071,1,29.99,2/23/2017
15072,1,10.99,2/23/2017
15073,2,29.58,2/23/2017
15073,2,26.76,3/14/2017
15074,5,68.23,2/23/2017
15074,5,69.45,8/4/2017
15075,2,39.93,2/23/2017
15076,1,13.97,2/24/2017
15076,1,17.9,3/13/2017
15076,2,19.96,8/6/2017
15076,1,33.86,9/7/2017
15077,1,11.77,2/23/2017
15078,2,29.73,2/23/2017
15079,3,38.71,2/23/2017
15079,2,25.14,2/27/2017
15079,4,51.68,5/25/2017
15079,1,11.77,8/9/2017
15079,3,51.97,2/1/2018
15080,1,14.79,2/23/2017
15080,1,32.99,4/6/2017
15080,2,23.54,5/5/2017
15080,2,42.97,5/16/2017
15080,2,25.74,6/8/2017
15080,2,20.74,6/10/2017
15080,1,13.97,7/29/2017
15080,1,17.49,11/19/2017
15080,2,19.98,11/21/2017
15080,1,12.99,12/2/2017
15080,2,20.48,12/9/2017
15080,1,14.49,12/22/2017
15080,1,12.99,1/3/2018
15080,1,16.99,1/7/2018
15080,1,9.49,1/11/2018
15080,2,18.48,1/29/2018
15080,1,10.99,1/29/2018
15080,1,12.99,3/9/2018
15080,2,25.48,3/26/2018
15081,2,27.76,2/23/2017
15082,6,103.57,2/23/2017
15082,2,52.74,3/8/2017
15082,2,28.93,5/14/2017
15082,3,45.47,10/9/2017
15082,4,39.96,12/19/2017
15082,2,27.57,1/20/2018
15082,5,59.52,5/1/2018
15083,4,65.96,2/23/2017
15084,1,14.37,2/23/2017
15084,4,58.06,2/24/2017
15084,2,26.14,3/24/2017
15084,5,66.44,4/25/2017
15084,2,29.92,7/1/2017
15084,3,40.51,7/4/2017
15084,2,25.74,7/19/2017
15084,2,27.13,8/3/2017
15084,3,40.97,9/11/2017
15084,1,37.49,12/5/2017
15084,2,27.37,2/9/2018
15084,2,25.87,3/12/2018
15084,4,54.24,5/7/2018
15084,3,46.18,6/11/2018
15084,2,38.98,6/14/2018
15084,2,27.57,6/18/2018
15085,1,14.96,2/23/2017
15085,1,15.36,2/23/2017
15086,4,45.68,2/23/2017
15087,1,11.77,2/23/2017
15088,2,26.13,2/23/2017
15088,3,30.97,4/11/2018
15088,1,10.49,6/12/2018
15089,1,13.97,2/23/2017
15090,1,17.99,2/23/2017
15091,2,42.98,2/27/2017
15091,1,19.99,4/3/2017
15091,1,12.25,5/28/2017
15091,2,31.6,6/29/2017
15092,1,9.98,2/23/2017
15093,1,10.78,2/23/2017
15094,1,11.77,2/23/2017
15095,1,15.36,2/23/2017
15095,1,11.97,4/6/2017
15096,1,15.36,3/5/2017
15096,2,23.94,4/5/2017
15096,2,56.35,6/17/2017
15096,3,36.26,7/25/2017
15096,1,14.96,8/1/2017
15096,2,26.56,9/7/2017
15096,1,62.99,10/25/2017
15096,1,9.99,11/7/2017
15096,1,12.99,11/8/2017
15096,1,11.99,12/9/2017
15096,1,11.49,12/31/2017
15096,2,18.98,1/17/2018
15096,2,25.98,3/10/2018
15097,1,11.77,2/23/2017
15098,3,41.82,2/23/2017
15098,4,53.67,6/29/2017
15098,3,35.97,3/10/2018
15099,1,14.37,2/23/2017
15100,1,11.77,2/23/2017
15100,1,31.99,3/2/2017
15100,1,28.99,3/19/2017
15100,3,36.31,4/3/2017
15100,2,35.96,6/2/2017
15100,1,12.77,7/2/2017
15100,2,16.76,7/8/2017
15100,2,25.54,7/24/2017
15100,2,25.74,8/10/2017
15100,2,20.98,9/14/2017
15100,2,23.48,9/22/2017
15100,2,22.98,10/29/2017
15100,1,11.49,11/5/2017
15100,2,14.98,12/15/2017
15100,2,27.98,1/23/2018
15100,1,14.49,2/2/2018
15100,1,11.49,2/5/2018
15100,2,26.48,2/11/2018
15100,1,11.49,2/12/2018
15100,3,43.47,2/26/2018
15100,2,27.98,3/16/2018
15101,1,11.77,2/23/2017
15101,5,54.07,3/3/2017
15101,2,28.13,3/17/2017
15101,1,14.96,4/18/2017
15101,2,29.92,4/18/2017
15101,2,22.94,4/29/2017
15101,3,33.31,6/9/2017
15101,2,32.33,8/9/2017
15101,1,12.99,4/25/2018
15102,7,106.76,2/23/2017
15103,1,33.99,2/23/2017
15104,1,13.77,2/23/2017
15104,1,15.36,5/3/2017
15104,1,9.49,10/15/2017
15104,1,12.99,11/30/2017
15105,10,140.68,2/23/2017
15105,3,43.51,2/25/2017
15105,4,57.87,3/5/2017
15105,6,85.21,4/10/2017
15105,8,114.73,6/3/2017
15105,10,134.9,9/15/2017
15105,8,120.42,10/5/2017
15105,18,253.09,2/16/2018
15105,16,215.32,5/4/2018
15106,1,11.77,2/23/2017
15107,1,11.77,2/23/2017
15108,4,76.65,2/23/2017
15109,2,27.76,2/23/2017
15110,1,14.37,2/23/2017
15110,3,57.51,3/9/2017
15111,1,5.98,2/23/2017
15111,1,14.99,2/26/2017
15111,4,48.27,3/13/2017
15111,1,9.98,5/2/2017
15111,1,12.25,6/5/2017
15111,1,7.98,6/16/2017
15111,2,29.76,6/27/2017
15111,3,31.73,7/23/2017
15111,3,27.52,8/28/2017
15111,2,24.48,9/11/2017
15111,6,46.94,10/16/2017
15111,4,46.96,11/7/2017
15111,1,12.99,11/21/2017
15111,4,75.96,12/31/2017
15111,4,52.96,1/23/2018
15111,2,51.98,2/2/2018
15111,2,13.98,3/26/2018
15111,2,21.48,4/11/2018
15111,4,49.96,5/29/2018
15112,1,13.97,2/25/2017
15113,7,122.2,3/2/2017
15113,2,18.56,4/6/2017
15113,5,57.66,7/5/2017
15113,5,45.95,11/11/2017
15113,6,75.44,11/23/2017
15114,1,15.96,2/23/2017
15115,2,36.76,2/23/2017
15116,2,38.98,2/23/2017
15117,1,9.77,2/23/2017
15118,2,24.54,2/23/2017
15119,3,55.13,2/23/2017
15119,1,10.77,2/28/2017
15119,2,21.73,4/13/2017
15120,1,20.99,2/23/2017
15120,3,58.34,4/6/2017
15120,1,29.6,7/1/2017
15120,6,71.57,7/5/2017
15120,1,11.77,7/15/2017
15120,1,21,8/18/2017
15120,2,27.98,9/11/2017
15120,1,14.99,9/11/2017
15120,3,41.47,10/3/2017
15120,5,62.95,10/16/2017
15120,2,43.48,10/16/2017
15120,2,24.98,10/30/2017
15120,7,87.43,12/4/2017
15120,3,40.47,12/10/2017
15120,3,49.97,12/11/2017
15120,2,26.98,12/16/2017
15120,2,26.98,12/16/2017
15120,3,37.47,1/6/2018
15120,4,57.46,1/8/2018
15120,8,97.99,3/16/2018
15120,3,37.47,3/23/2018
15120,4,42.33,4/10/2018
15120,3,34.47,4/14/2018
15120,3,99.96,4/27/2018
15120,2,40.48,5/22/2018
15120,3,37.75,6/2/2018
15120,1,23.08,6/2/2018
15121,6,74.83,2/26/2017
15121,3,29.97,11/18/2017
15122,2,20.76,2/23/2017
15123,3,52.51,2/23/2017
15123,2,28.34,6/22/2017
15123,5,74.85,9/4/2017
15123,4,47.96,12/2/2017
15123,3,43.47,12/13/2017
15123,5,37.45,12/13/2017
15123,2,19.98,12/13/2017
15123,4,58.46,6/6/2018
15124,1,13.77,2/23/2017
15125,2,59.98,2/23/2017
15125,2,44.98,2/25/2017
15126,2,35.54,2/23/2017
15127,3,36.7,2/23/2017
15127,3,44.88,6/15/2017
15127,2,37.73,7/26/2017
15127,1,12.99,9/27/2017
15127,1,15.99,12/8/2017
15128,6,74.28,2/24/2017
15128,2,25.74,3/9/2017
15128,3,34.31,3/24/2017
15129,1,0,2/23/2017
15130,2,47.36,2/23/2017
15130,1,36.69,6/25/2017
15130,1,24.7,6/25/2017
15130,1,26.75,6/25/2017
15130,2,41.98,9/24/2017
15131,1,11.77,2/23/2017
15132,1,15.36,2/23/2017
15132,1,12.58,2/26/2018
15133,3,36.31,2/23/2017
15134,1,11.99,2/23/2017
15134,1,19.49,12/9/2017
15135,7,151.4,2/23/2017
15135,14,193.59,3/11/2017
15135,19,193.8,3/26/2017
15135,1,10.77,4/9/2017
15135,8,90.16,5/7/2017
15135,8,90.34,6/17/2017
15135,16,186.34,9/14/2017
15135,3,30.47,9/21/2017
15135,3,30.47,1/2/2018
15135,2,22.98,1/8/2018
15135,4,35.46,1/25/2018
15135,25,271.75,2/5/2018
15136,2,76.14,2/23/2017
15137,1,9.77,2/23/2017
15138,1,8.77,2/23/2017
15138,2,29.75,3/9/2017
15138,3,34.97,5/13/2017
15138,1,15.36,7/2/2017
15139,2,27.33,2/23/2017
15140,1,6.77,2/23/2017
15141,2,24.26,2/23/2017
15141,1,28.3,5/23/2017
15142,9,122.33,2/23/2017
15142,7,100.96,3/24/2017
15142,4,58.66,8/30/2017
15142,1,29.49,4/24/2018
15143,1,11.77,2/25/2017
15144,1,12.49,2/23/2017
15145,1,14.99,2/23/2017
15145,1,14.99,3/11/2017
15145,2,30.35,4/20/2017
15145,5,76.01,5/5/2017
15146,1,38.77,2/23/2017
15146,2,55.07,3/10/2017
15147,2,29.92,2/23/2017
15147,2,30.98,6/26/2018
15148,2,29.92,2/23/2017
15148,1,9.97,4/20/2017
15148,3,44.37,8/31/2017
15148,1,20.99,6/6/2018
15149,1,13.97,2/23/2017
15149,3,42.97,2/15/2018
15149,1,11.18,2/20/2018
15149,4,45.35,3/28/2018
15149,2,20.98,4/10/2018
15149,2,21.48,4/11/2018
15150,2,34.98,2/23/2017
15151,1,10.77,2/23/2017
15151,1,12.58,2/11/2018
15152,1,14.37,2/23/2017
15152,2,26.14,3/24/2017
15153,4,55.66,2/23/2017
15154,18,296.48,2/24/2017
15155,4,54.9,2/24/2017
15156,3,37.91,2/23/2017
15157,3,42.09,2/23/2017
15157,2,24.54,4/11/2017
15157,1,11.77,5/13/2017
15157,2,31.92,7/14/2017
15157,2,25.98,10/22/2017
15157,1,21.49,11/9/2017
15157,1,11.88,3/10/2018
15158,1,13.77,2/23/2017
15159,2,33.94,2/23/2017
15159,1,17.96,3/27/2017
15160,2,42.73,2/24/2017
15160,2,21.74,7/2/2017
15160,2,22.98,5/24/2018
15161,1,13.97,2/23/2017
15161,1,15.76,3/25/2017
15162,2,35.48,2/23/2017
15162,6,176.25,5/9/2017
15162,4,58.71,7/3/2017
